,Filename,Classification
0,0,True
1,1,False
2,2,False
3,3,True
4,4,False
5,5,False
6,6,True
7,7,False
8,8,False
9,9,True
10,10,False
11,11,False
12,12,False
13,13,False
14,14,True
15,15,False
16,16,False
17,17,True
18,18,False
19,19,False
20,20,True
21,21,False
22,22,False
23,23,False
24,24,False
25,25,True
26,26,False
27,27,False
28,28,False
29,29,False
30,30,True
31,31,False
32,32,False
33,33,True
34,34,False
35,35,False
36,36,False
37,37,False
38,38,True
39,39,False
40,40,False
41,41,True
42,42,False
43,43,False
44,44,True
45,45,False
46,46,False
47,47,True
48,48,False
49,49,False
50,50,True
51,51,True
52,52,False
53,53,False
54,54,False
55,55,False
56,56,True
57,57,False
58,58,False
59,59,False
60,60,False
61,61,True
62,62,False
63,63,False
64,64,False
65,65,False
66,66,True
67,67,False
68,68,False
69,69,False
70,70,False
71,71,True
72,72,False
73,73,False
74,74,False
75,75,False
76,76,True
77,77,False
78,78,False
79,79,True
80,80,False
81,81,False
82,82,True
83,83,False
84,84,False
85,85,True
86,86,False
87,87,False
88,88,True
89,89,False
90,90,False
91,91,True
92,92,False
93,93,False
94,94,True
95,95,False
96,96,False
97,97,False
98,98,True
99,99,False
100,100,False
101,101,True
102,102,False
103,103,False
104,104,True
105,105,False
106,106,False
107,107,False
108,108,False
109,109,True
110,110,False
111,111,False
112,112,False
113,113,False
114,114,True
115,115,True
116,116,False
117,117,False
118,118,False
119,119,False
120,120,True
121,121,False
122,122,False
123,123,True
124,124,False
125,125,False
126,126,True
127,127,False
128,128,False
129,129,True
130,130,False
131,131,False
132,132,False
133,133,True
134,134,False
135,135,False
136,136,True
137,137,False
138,138,False
139,139,True
140,140,True
141,141,False
142,142,False
143,143,False
144,144,False
145,145,True
146,146,False
147,147,False
148,148,True
149,149,False
150,150,False
151,151,True
152,152,False
153,153,False
154,154,False
155,155,False
156,156,True
157,157,False
158,158,False
159,159,False
160,160,False
161,161,True
162,162,False
163,163,False
164,164,True
165,165,False
166,166,False
167,167,True
168,168,False
169,169,False
170,170,True
171,171,False
172,172,False
173,173,False
174,174,False
175,175,True
176,176,False
177,177,False
178,178,True
179,179,False
180,180,False
181,181,True
182,182,False
183,183,False
184,184,True
185,185,False
186,186,False
187,187,True
188,188,False
189,189,False
190,190,False
191,191,False
192,192,True
193,193,False
194,194,False
195,195,True
196,196,False
197,197,False
198,198,True
199,199,False
200,200,False
201,201,True
202,202,False
203,203,False
204,204,True
205,205,False
206,206,False
207,207,False
208,208,False
209,209,True
210,210,False
211,211,False
212,212,True
213,213,False
214,214,False
215,215,False
216,216,False
217,217,True
218,218,False
219,219,False
220,220,True
221,221,False
222,222,False
223,223,False
224,224,True
225,225,False
226,226,False
227,227,False
228,228,False
229,229,True
230,230,False
231,231,False
232,232,True
233,233,True
234,234,False
235,235,False
236,236,False
237,237,False
238,238,True
239,239,False
240,240,False
241,241,True
242,242,False
243,243,False
244,244,True
245,245,False
246,246,False
247,247,True
248,248,False
249,249,False
250,250,False
251,251,False
252,252,True
253,253,False
254,254,False
255,255,True
256,256,False
257,257,False
258,258,True
259,259,False
260,260,False
261,261,True
262,262,False
263,263,False
264,264,True
265,265,False
266,266,False
267,267,True
268,268,False
269,269,False
270,270,True
271,271,False
272,272,False
273,273,True
274,274,False
275,275,False
276,276,False
277,277,False
278,278,True
279,279,False
280,280,False
281,281,True
282,282,False
283,283,False
284,284,False
285,285,False
286,286,True
287,287,True
288,288,False
289,289,False
290,290,False
291,291,False
292,292,True
293,293,False
294,294,False
295,295,False
296,296,False
297,297,True
298,298,False
299,299,False
300,300,False
301,301,False
302,302,True
303,303,False
304,304,False
305,305,True
306,306,False
307,307,False
308,308,False
309,309,False
310,310,True
311,311,False
312,312,False
313,313,True
314,314,False
315,315,False
316,316,False
317,317,False
318,318,True
319,319,False
320,320,False
321,321,True
322,322,False
323,323,False
324,324,True
325,325,False
326,326,False
327,327,False
328,328,False
329,329,True
330,330,False
331,331,False
332,332,True
333,333,False
334,334,False
335,335,False
336,336,False
337,337,True
338,338,False
339,339,False
340,340,False
341,341,False
342,342,True
343,343,False
344,344,False
345,345,False
346,346,False
347,347,True
348,348,False
349,349,False
350,350,True
351,351,False
352,352,False
353,353,True
354,354,False
355,355,False
356,356,True
357,357,False
358,358,False
359,359,True
360,360,True
361,361,False
362,362,False
363,363,False
364,364,False
365,365,False
366,366,False
367,367,True
368,368,False
369,369,False
370,370,True
371,371,False
372,372,False
373,373,True
374,374,False
375,375,False
376,376,True
377,377,False
378,378,False
379,379,False
380,380,False
381,381,True
382,382,False
383,383,False
384,384,True
385,385,False
386,386,False
387,387,True
388,388,False
389,389,False
390,390,True
391,391,False
392,392,False
393,393,True
394,394,False
395,395,False
396,396,True
397,397,False
398,398,False
399,399,False
400,400,False
401,401,True
402,402,False
403,403,False
404,404,True
405,405,False
406,406,False
407,407,False
408,408,False
409,409,True
410,410,False
411,411,False
412,412,False
413,413,True
414,414,False
415,415,False
416,416,False
417,417,False
418,418,True
419,419,False
420,420,False
421,421,True
422,422,False
423,423,False
424,424,True
425,425,False
426,426,False
427,427,True
428,428,False
429,429,False
430,430,True
431,431,False
432,432,False
433,433,True
434,434,False
435,435,False
436,436,True
437,437,False
438,438,False
439,439,True
440,440,False
441,441,False
442,442,False
443,443,False
444,444,True
445,445,False
446,446,False
447,447,True
448,448,False
449,449,False
450,450,True
451,451,True
452,452,False
453,453,False
454,454,False
455,455,False
456,456,True
457,457,False
458,458,False
459,459,True
460,460,False
461,461,False
462,462,True
463,463,False
464,464,False
465,465,True
466,466,False
467,467,False
468,468,True
469,469,False
470,470,False
471,471,False
472,472,False
473,473,True
474,474,False
475,475,False
476,476,False
477,477,False
478,478,True
479,479,False
480,480,False
481,481,False
482,482,False
483,483,True
484,484,False
485,485,False
486,486,True
487,487,False
488,488,False
489,489,True
490,490,False
491,491,False
492,492,True
493,493,False
494,494,False
495,495,True
496,496,False
497,497,False
498,498,True
499,499,False
500,500,False
501,501,False
502,502,False
503,503,True
504,504,False
505,505,False
506,506,False
507,507,False
508,508,True
509,509,False
510,510,False
511,511,True
512,512,False
513,513,False
514,514,False
515,515,True
516,516,False
517,517,False
518,518,True
519,519,False
520,520,False
521,521,True
522,522,False
523,523,False
524,524,True
525,525,False
526,526,False
527,527,True
528,528,False
529,529,False
530,530,True
531,531,False
532,532,False
533,533,True
534,534,False
535,535,False
536,536,False
537,537,False
538,538,True
539,539,False
540,540,False
541,541,True
542,542,True
543,543,False
544,544,False
545,545,False
546,546,False
547,547,True
548,548,False
549,549,False
550,550,True
551,551,False
552,552,False
553,553,True
554,554,False
555,555,False
556,556,True
557,557,False
558,558,False
559,559,False
560,560,False
561,561,True
562,562,False
563,563,False
564,564,False
565,565,False
566,566,True
567,567,False
568,568,False
569,569,True
570,570,False
571,571,False
572,572,True
573,573,False
574,574,False
575,575,False
576,576,False
577,577,True
578,578,False
579,579,False
580,580,True
581,581,False
582,582,False
583,583,False
584,584,True
585,585,False
586,586,False
587,587,False
588,588,True
589,589,False
590,590,False
591,591,True
592,592,False
593,593,False
594,594,True
595,595,False
596,596,False
597,597,False
598,598,True
599,599,False
600,600,False
601,601,False
602,602,False
603,603,True
604,604,False
605,605,False
606,606,True
607,607,True
608,608,False
609,609,False
610,610,False
611,611,False
612,612,True
613,613,False
614,614,False
615,615,True
616,616,False
617,617,False
618,618,True
619,619,False
620,620,False
621,621,True
622,622,False
623,623,False
624,624,True
625,625,False
626,626,False
627,627,True
628,628,False
629,629,False
630,630,True
631,631,False
632,632,False
633,633,False
634,634,False
635,635,True
636,636,False
637,637,False
638,638,True
639,639,False
640,640,False
641,641,True
642,642,False
643,643,False
644,644,False
645,645,False
646,646,True
647,647,False
648,648,False
649,649,True
650,650,False
651,651,False
652,652,True
653,653,False
654,654,False
655,655,False
656,656,False
657,657,True
658,658,True
659,659,False
660,660,False
661,661,False
662,662,False
663,663,True
664,664,False
665,665,False
666,666,True
667,667,False
668,668,False
669,669,True
670,670,False
671,671,False
672,672,False
673,673,False
674,674,True
675,675,False
676,676,False
677,677,False
678,678,False
679,679,True
680,680,False
681,681,False
682,682,True
683,683,False
684,684,False
685,685,True
686,686,False
687,687,False
688,688,False
689,689,False
690,690,True
691,691,False
692,692,False
693,693,False
694,694,True
695,695,False
696,696,False
697,697,True
698,698,True
699,699,False
700,700,False
701,701,False
702,702,False
703,703,True
704,704,False
705,705,False
706,706,True
707,707,False
708,708,False
709,709,False
710,710,False
711,711,True
712,712,False
713,713,False
714,714,True
715,715,False
716,716,False
717,717,False
718,718,False
719,719,True
720,720,False
721,721,False
722,722,True
723,723,False
724,724,False
725,725,True
726,726,False
727,727,False
728,728,False
729,729,False
730,730,True
731,731,False
732,732,False
733,733,True
734,734,False
735,735,False
736,736,True
737,737,False
738,738,False
739,739,False
740,740,False
741,741,True
742,742,False
743,743,False
744,744,False
745,745,False
746,746,True
747,747,False
748,748,False
749,749,False
750,750,False
751,751,True
752,752,False
753,753,False
754,754,False
755,755,False
756,756,True
757,757,False
